"id","AREA_5000","CIUDAD_AUTO","PROVINCIA","REGION","ZONA","VIVIENDA","PERIODO","TIPO_VI","JEFEHOGAR"
"1","Urbano","Cuenca","Azuay","Sierra","1","1","Nov-13","Mediagua","NA"
"2","Urbano","Cuenca","Azuay","Sierra","1","2","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"3","Urbano","Cuenca","Azuay","Sierra","1","3","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"4","Urbano","Cuenca","Azuay","Sierra","1","4","Nov-13","Casa / villa","Jefe de hogar"
"5","Urbano","Cuenca","Azuay","Sierra","1","5","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"6","Urbano","Cuenca","Azuay","Sierra","1","6","Nov-13","Casa / villa","Jefe de hogar"
"7","Urbano","Cuenca","Azuay","Sierra","1","7","Nov-13","Departamento en casa o edificio","NA"
"8","Urbano","Cuenca","Azuay","Sierra","1","8","Nov-13","Departamento en casa o edificio","NA"
"9","Urbano","Cuenca","Azuay","Sierra","1","9","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"10","Urbano","Cuenca","Azuay","Sierra","1","11","Nov-13","Casa / villa","NA"
"11","Urbano","Cuenca","Azuay","Sierra","1","12","Nov-13","Casa / villa","NA"
"12","Urbano","Cuenca","Azuay","Sierra","2","1","Nov-13","Casa / villa","NA"
"13","Urbano","Cuenca","Azuay","Sierra","2","3","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"14","Urbano","Cuenca","Azuay","Sierra","2","4","Nov-13","Mediagua","NA"
"15","Urbano","Cuenca","Azuay","Sierra","2","5","Nov-13","Mediagua","Jefe de hogar"
"16","Urbano","Cuenca","Azuay","Sierra","2","7","Nov-13","Departamento en casa o edificio","NA"
"17","Urbano","Cuenca","Azuay","Sierra","2","8","Nov-13","Casa / villa","NA"
"18","Urbano","Cuenca","Azuay","Sierra","2","9","Nov-13","Casa / villa","NA"
"19","Urbano","Cuenca","Azuay","Sierra","2","10","Nov-13","Casa / villa","NA"
"20","Urbano","Cuenca","Azuay","Sierra","2","11","Nov-13","Casa / villa","Jefe de hogar"
"21","Urbano","Cuenca","Azuay","Sierra","2","12","Nov-13","Casa / villa","Jefe de hogar"
"22","Urbano","Cuenca","Azuay","Sierra","4","1","Nov-13","Casa / villa","NA"
"23","Urbano","Cuenca","Azuay","Sierra","4","2","Nov-13","Casa / villa","NA"
"24","Urbano","Cuenca","Azuay","Sierra","4","3","Nov-13","Casa / villa","Jefe de hogar"
"25","Urbano","Cuenca","Azuay","Sierra","4","4","Nov-13","Casa / villa","NA"
"26","Urbano","Cuenca","Azuay","Sierra","4","5","Nov-13","Casa / villa","Cónyuge"
"27","Urbano","Cuenca","Azuay","Sierra","4","6","Nov-13","Mediagua","NA"
"28","Urbano","Cuenca","Azuay","Sierra","4","7","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"29","Urbano","Cuenca","Azuay","Sierra","4","8","Nov-13","Casa / villa","Jefe de hogar"
"30","Urbano","Cuenca","Azuay","Sierra","4","9","Nov-13","Mediagua","NA"
"31","Urbano","Cuenca","Azuay","Sierra","4","10","Nov-13","Casa / villa","NA"
"32","Urbano","Cuenca","Azuay","Sierra","4","11","Nov-13","Casa / villa","Jefe de hogar"
"33","Urbano","Cuenca","Azuay","Sierra","4","12","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"34","Urbano","Cuenca","Azuay","Sierra","4","1","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"35","Urbano","Cuenca","Azuay","Sierra","4","2","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"36","Urbano","Cuenca","Azuay","Sierra","4","3","Nov-13","Casa / villa","Otros miembros del hogar"
"37","Urbano","Cuenca","Azuay","Sierra","4","4","Nov-13","Casa / villa","NA"
"38","Urbano","Cuenca","Azuay","Sierra","4","5","Nov-13","Casa / villa","Cónyuge"
"39","Urbano","Cuenca","Azuay","Sierra","4","6","Nov-13","Casa / villa","Jefe de hogar"
"40","Urbano","Cuenca","Azuay","Sierra","4","7","Nov-13","Casa / villa","NA"
"41","Urbano","Cuenca","Azuay","Sierra","4","8","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"42","Urbano","Cuenca","Azuay","Sierra","4","9","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"43","Urbano","Cuenca","Azuay","Sierra","4","10","Nov-13","Casa / villa","NA"
"44","Urbano","Cuenca","Azuay","Sierra","4","11","Nov-13","Casa / villa","NA"
"45","Urbano","Cuenca","Azuay","Sierra","4","12","Nov-13","Casa / villa","NA"
"46","Urbano","Cuenca","Azuay","Sierra","6","1","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"47","Urbano","Cuenca","Azuay","Sierra","6","2","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"48","Urbano","Cuenca","Azuay","Sierra","6","3","Dec-13","Casa / villa","NA"
"49","Urbano","Cuenca","Azuay","Sierra","6","4","Dec-13","Casa / villa","NA"
"50","Urbano","Cuenca","Azuay","Sierra","6","5","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"51","Urbano","Cuenca","Azuay","Sierra","6","6","Dec-13","Casa / villa","Jefe de hogar"
"52","Urbano","Cuenca","Azuay","Sierra","6","7","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"53","Urbano","Cuenca","Azuay","Sierra","6","8","Dec-13","Casa / villa","NA"
"54","Urbano","Cuenca","Azuay","Sierra","6","9","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"55","Urbano","Cuenca","Azuay","Sierra","6","10","Dec-13","Casa / villa","NA"
"56","Urbano","Cuenca","Azuay","Sierra","6","11","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"57","Urbano","Cuenca","Azuay","Sierra","6","12","Dec-13","Casa / villa","NA"
"58","Urbano","Cuenca","Azuay","Sierra","7","1","Nov-13","Casa / villa","Cónyuge"
"59","Urbano","Cuenca","Azuay","Sierra","7","2","Nov-13","Casa / villa","NA"
"60","Urbano","Cuenca","Azuay","Sierra","7","3","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"61","Urbano","Cuenca","Azuay","Sierra","7","4","Nov-13","Casa / villa","Cónyuge"
"62","Urbano","Cuenca","Azuay","Sierra","7","5","Nov-13","Casa / villa","NA"
"63","Urbano","Cuenca","Azuay","Sierra","7","7","Nov-13","Casa / villa","NA"
"64","Urbano","Cuenca","Azuay","Sierra","7","8","Nov-13","Casa / villa","NA"
"65","Urbano","Cuenca","Azuay","Sierra","7","9","Nov-13","Casa / villa","NA"
"66","Urbano","Cuenca","Azuay","Sierra","7","10","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"67","Urbano","Cuenca","Azuay","Sierra","7","11","Nov-13","Casa / villa","Jefe de hogar"
"68","Urbano","Cuenca","Azuay","Sierra","7","12","Nov-13","Casa / villa","Jefe(a) y cónyuge"
"69","Urbano","Cuenca","Azuay","Sierra","7","1","May-14","Casa / villa","Jefe(a) y cónyuge"
"70","Urbano","Cuenca","Azuay","Sierra","7","2","May-14","Casa / villa","Jefe(a) y cónyuge"
"71","Urbano","Cuenca","Azuay","Sierra","7","3","May-14","Casa / villa","NA"
"72","Urbano","Cuenca","Azuay","Sierra","7","4","May-14","Casa / villa","NA"
"73","Urbano","Cuenca","Azuay","Sierra","7","5","May-14","Casa / villa","NA"
"74","Urbano","Cuenca","Azuay","Sierra","7","7","May-14","Casa / villa","NA"
"75","Urbano","Cuenca","Azuay","Sierra","7","9","May-14","Casa / villa","Jefe de hogar"
"76","Urbano","Cuenca","Azuay","Sierra","7","12","May-14","Departamento en casa o edificio","NA"
"77","Urbano","Cuenca","Azuay","Sierra","8","1","Nov-13","Casa / villa","Jefe de hogar"
"78","Urbano","Cuenca","Azuay","Sierra","8","2","Nov-13","Departamento en casa o edificio","NA"
"79","Urbano","Cuenca","Azuay","Sierra","8","3","Nov-13","Departamento en casa o edificio","NA"
"80","Urbano","Cuenca","Azuay","Sierra","8","4","Nov-13","Casa / villa","Cónyuge"
"81","Urbano","Cuenca","Azuay","Sierra","8","5","Nov-13","Casa / villa","Jefe de hogar"
"82","Urbano","Cuenca","Azuay","Sierra","8","6","Nov-13","Departamento en casa o edificio","NA"
"83","Urbano","Cuenca","Azuay","Sierra","8","7","Nov-13","Casa / villa","Jefe de hogar"
"84","Urbano","Cuenca","Azuay","Sierra","8","8","Nov-13","Departamento en casa o edificio","NA"
"85","Urbano","Cuenca","Azuay","Sierra","8","9","Nov-13","Departamento en casa o edificio","NA"
"86","Urbano","Cuenca","Azuay","Sierra","8","10","Nov-13","Casa / villa","Jefe de hogar"
"87","Urbano","Cuenca","Azuay","Sierra","8","11","Nov-13","Casa / villa","Jefe de hogar"
"88","Urbano","Cuenca","Azuay","Sierra","8","12","Nov-13","Departamento en casa o edificio","NA"
"89","Urbano","Cuenca","Azuay","Sierra","9","1","Dec-13","Casa / villa","Otros miembros del hogar"
"90","Urbano","Cuenca","Azuay","Sierra","9","2","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"91","Urbano","Cuenca","Azuay","Sierra","9","3","Dec-13","Departamento en casa o edificio","Jefe de hogar"
"92","Urbano","Cuenca","Azuay","Sierra","9","4","Dec-13","Departamento en casa o edificio","NA"
"93","Urbano","Cuenca","Azuay","Sierra","9","5","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"94","Urbano","Cuenca","Azuay","Sierra","9","7","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"95","Urbano","Cuenca","Azuay","Sierra","9","8","Dec-13","Casa / villa","Jefe de hogar"
"96","Urbano","Cuenca","Azuay","Sierra","9","9","Dec-13","Casa / villa","Jefe de hogar"
"97","Urbano","Cuenca","Azuay","Sierra","9","10","Dec-13","Casa / villa","NA"
"98","Urbano","Cuenca","Azuay","Sierra","9","11","Dec-13","Casa / villa","Jefe de hogar"
"99","Urbano","Cuenca","Azuay","Sierra","9","12","Dec-13","Departamento en casa o edificio","NA"
"100","Urbano","Cuenca","Azuay","Sierra","10","1","Dec-13","Casa / villa","Cónyuge"
"101","Urbano","Cuenca","Azuay","Sierra","10","2","Dec-13","Casa / villa","NA"
"102","Urbano","Cuenca","Azuay","Sierra","10","3","Dec-13","Casa / villa","NA"
"103","Urbano","Cuenca","Azuay","Sierra","10","4","Dec-13","Casa / villa","NA"
"104","Urbano","Cuenca","Azuay","Sierra","10","5","Dec-13","Casa / villa","Jefe de hogar"
"105","Urbano","Cuenca","Azuay","Sierra","10","6","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"106","Urbano","Cuenca","Azuay","Sierra","10","7","Dec-13","Departamento en casa o edificio","NA"
"107","Urbano","Cuenca","Azuay","Sierra","10","8","Dec-13","Departamento en casa o edificio","NA"
"108","Urbano","Cuenca","Azuay","Sierra","10","9","Dec-13","Casa / villa","NA"
"109","Urbano","Cuenca","Azuay","Sierra","10","10","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"110","Urbano","Cuenca","Azuay","Sierra","10","11","Dec-13","Casa / villa","NA"
"111","Urbano","Cuenca","Azuay","Sierra","10","12","Dec-13","Casa / villa","Otros miembros del hogar"
"112","Urbano","Cuenca","Azuay","Sierra","11","1","Dec-13","Departamento en casa o edificio","NA"
"113","Urbano","Cuenca","Azuay","Sierra","11","2","Dec-13","Casa / villa","Jefe de hogar"
"114","Urbano","Cuenca","Azuay","Sierra","11","3","Dec-13","Departamento en casa o edificio","NA"
"115","Urbano","Cuenca","Azuay","Sierra","11","4","Dec-13","Departamento en casa o edificio","NA"
"116","Urbano","Cuenca","Azuay","Sierra","11","5","Dec-13","Casa / villa","Jefe de hogar"
"117","Urbano","Cuenca","Azuay","Sierra","11","6","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"118","Urbano","Cuenca","Azuay","Sierra","11","7","Dec-13","Casa / villa","NA"
"119","Urbano","Cuenca","Azuay","Sierra","11","8","Dec-13","Casa / villa","NA"
"120","Urbano","Cuenca","Azuay","Sierra","11","9","Dec-13","Casa / villa","NA"
"121","Urbano","Cuenca","Azuay","Sierra","11","10","Dec-13","Departamento en casa o edificio","NA"
"122","Urbano","Cuenca","Azuay","Sierra","11","11","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"123","Urbano","Cuenca","Azuay","Sierra","11","12","Dec-13","Departamento en casa o edificio","NA"
"124","Urbano","Cuenca","Azuay","Sierra","12","1","Dec-13","Departamento en casa o edificio","NA"
"125","Urbano","Cuenca","Azuay","Sierra","12","2","Dec-13","Casa / villa","NA"
"126","Urbano","Cuenca","Azuay","Sierra","12","3","Dec-13","Cuarto en casa de inquilinato","NA"
"127","Urbano","Cuenca","Azuay","Sierra","12","4","Dec-13","Departamento en casa o edificio","NA"
"128","Urbano","Cuenca","Azuay","Sierra","12","5","Dec-13","Departamento en casa o edificio","NA"
"129","Urbano","Cuenca","Azuay","Sierra","12","6","Dec-13","Casa / villa","Jefe de hogar"
"130","Urbano","Cuenca","Azuay","Sierra","12","7","Dec-13","Departamento en casa o edificio","Otros miembros del hogar"
"131","Urbano","Cuenca","Azuay","Sierra","12","8","Dec-13","Departamento en casa o edificio","NA"
"132","Urbano","Cuenca","Azuay","Sierra","12","9","Dec-13","Casa / villa","Jefe de hogar"
"133","Urbano","Cuenca","Azuay","Sierra","12","10","Dec-13","Departamento en casa o edificio","NA"
"134","Urbano","Cuenca","Azuay","Sierra","12","11","Dec-13","Departamento en casa o edificio","NA"
"135","Urbano","Cuenca","Azuay","Sierra","12","12","Dec-13","Departamento en casa o edificio","NA"
"136","Urbano","Cuenca","Azuay","Sierra","13","1","Dec-13","Casa / villa","NA"
"137","Urbano","Cuenca","Azuay","Sierra","13","2","Dec-13","Casa / villa","NA"
"138","Urbano","Cuenca","Azuay","Sierra","13","3","Dec-13","Casa / villa","Otros miembros del hogar"
"139","Urbano","Cuenca","Azuay","Sierra","13","4","Dec-13","Casa / villa","Jefe de hogar"
"140","Urbano","Cuenca","Azuay","Sierra","13","5","Dec-13","Casa / villa","Jefe de hogar"
"141","Urbano","Cuenca","Azuay","Sierra","13","6","Dec-13","Casa / villa","Jefe de hogar"
"142","Urbano","Cuenca","Azuay","Sierra","13","7","Dec-13","Casa / villa","Jefe de hogar"
"143","Urbano","Cuenca","Azuay","Sierra","13","8","Dec-13","Casa / villa","NA"
"144","Urbano","Cuenca","Azuay","Sierra","13","9","Dec-13","Casa / villa","Jefe de hogar"
"145","Urbano","Cuenca","Azuay","Sierra","13","10","Dec-13","Casa / villa","Jefe de hogar"
"146","Urbano","Cuenca","Azuay","Sierra","13","11","Dec-13","Casa / villa","NA"
"147","Urbano","Cuenca","Azuay","Sierra","13","12","Dec-13","Casa / villa","Jefe de hogar"
"148","Urbano","Cuenca","Azuay","Sierra","13","1","Jan-14","Casa / villa","NA"
"149","Urbano","Cuenca","Azuay","Sierra","13","2","Jan-14","Casa / villa","NA"
"150","Urbano","Cuenca","Azuay","Sierra","13","3","Jan-14","Mediagua","NA"
"151","Urbano","Cuenca","Azuay","Sierra","13","4","Jan-14","Departamento en casa o edificio","NA"
"152","Urbano","Cuenca","Azuay","Sierra","13","5","Jan-14","Casa / villa","Jefe de hogar"
"153","Urbano","Cuenca","Azuay","Sierra","13","6","Jan-14","Departamento en casa o edificio","NA"
"154","Urbano","Cuenca","Azuay","Sierra","13","7","Jan-14","Departamento en casa o edificio","NA"
"155","Urbano","Cuenca","Azuay","Sierra","13","8","Jan-14","Casa / villa","NA"
"156","Urbano","Cuenca","Azuay","Sierra","13","9","Jan-14","Departamento en casa o edificio","NA"
"157","Urbano","Cuenca","Azuay","Sierra","13","10","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"158","Urbano","Cuenca","Azuay","Sierra","13","11","Jan-14","Casa / villa","NA"
"159","Urbano","Cuenca","Azuay","Sierra","13","12","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"160","Urbano","Cuenca","Azuay","Sierra","15","1","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"161","Urbano","Cuenca","Azuay","Sierra","15","2","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"162","Urbano","Cuenca","Azuay","Sierra","15","3","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"163","Urbano","Cuenca","Azuay","Sierra","15","4","Jan-14","Casa / villa","Jefe de hogar"
"164","Urbano","Cuenca","Azuay","Sierra","15","5","Jan-14","Casa / villa","Jefe de hogar"
"165","Urbano","Cuenca","Azuay","Sierra","15","6","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"166","Urbano","Cuenca","Azuay","Sierra","15","7","Jan-14","Departamento en casa o edificio","NA"
"167","Urbano","Cuenca","Azuay","Sierra","15","8","Jan-14","Departamento en casa o edificio","NA"
"168","Urbano","Cuenca","Azuay","Sierra","15","9","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"169","Urbano","Cuenca","Azuay","Sierra","15","10","Jan-14","Casa / villa","NA"
"170","Urbano","Cuenca","Azuay","Sierra","15","11","Jan-14","Casa / villa","Jefe de hogar"
"171","Urbano","Cuenca","Azuay","Sierra","15","12","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"172","Urbano","Cuenca","Azuay","Sierra","16","1","Jan-14","Casa / villa","Cónyuge"
"173","Urbano","Cuenca","Azuay","Sierra","16","2","Jan-14","Casa / villa","NA"
"174","Urbano","Cuenca","Azuay","Sierra","16","3","Jan-14","Casa / villa","NA"
"175","Urbano","Cuenca","Azuay","Sierra","16","4","Jan-14","Casa / villa","NA"
"176","Urbano","Cuenca","Azuay","Sierra","16","5","Jan-14","Casa / villa","NA"
"177","Urbano","Cuenca","Azuay","Sierra","16","6","Jan-14","Casa / villa","Jefe de hogar"
"178","Urbano","Cuenca","Azuay","Sierra","16","7","Jan-14","Casa / villa","Jefe de hogar"
"179","Urbano","Cuenca","Azuay","Sierra","16","8","Jan-14","Casa / villa","Jefe de hogar"
"180","Urbano","Cuenca","Azuay","Sierra","16","9","Jan-14","Departamento en casa o edificio","NA"
"181","Urbano","Cuenca","Azuay","Sierra","16","10","Jan-14","Casa / villa","NA"
"182","Urbano","Cuenca","Azuay","Sierra","16","11","Jan-14","Casa / villa","Otros miembros del hogar"
"183","Urbano","Cuenca","Azuay","Sierra","16","12","Jan-14","Mediagua","NA"
"184","Urbano","Cuenca","Azuay","Sierra","16","1","Jan-14","Departamento en casa o edificio","NA"
"185","Urbano","Cuenca","Azuay","Sierra","16","2","Jan-14","Departamento en casa o edificio","Jefe(a) y cónyuge"
"186","Urbano","Cuenca","Azuay","Sierra","16","3","Jan-14","Casa / villa","Jefe de hogar"
"187","Urbano","Cuenca","Azuay","Sierra","16","4","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"188","Urbano","Cuenca","Azuay","Sierra","16","5","Jan-14","Casa / villa","Jefe y otras personas"
"189","Urbano","Cuenca","Azuay","Sierra","16","6","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"190","Urbano","Cuenca","Azuay","Sierra","16","7","Jan-14","Casa / villa","Jefe de hogar"
"191","Urbano","Cuenca","Azuay","Sierra","16","8","Jan-14","Casa / villa","NA"
"192","Urbano","Cuenca","Azuay","Sierra","16","9","Jan-14","Departamento en casa o edificio","Jefe y otras personas"
"193","Urbano","Cuenca","Azuay","Sierra","16","10","Jan-14","Casa / villa","NA"
"194","Urbano","Cuenca","Azuay","Sierra","16","12","Jan-14","Departamento en casa o edificio","NA"
"195","Urbano","Cuenca","Azuay","Sierra","18","1","Feb-14","Casa / villa","NA"
"196","Urbano","Cuenca","Azuay","Sierra","18","2","Feb-14","Casa / villa","Jefe de hogar"
"197","Urbano","Cuenca","Azuay","Sierra","18","3","Feb-14","Casa / villa","Cónyuge"
"198","Urbano","Cuenca","Azuay","Sierra","18","4","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"199","Urbano","Cuenca","Azuay","Sierra","18","5","Feb-14","Departamento en casa o edificio","NA"
"200","Urbano","Cuenca","Azuay","Sierra","18","6","Feb-14","Casa / villa","NA"
"201","Urbano","Cuenca","Azuay","Sierra","18","7","Feb-14","Departamento en casa o edificio","NA"
"202","Urbano","Cuenca","Azuay","Sierra","18","8","Feb-14","Casa / villa","Otros miembros del hogar"
"203","Urbano","Cuenca","Azuay","Sierra","18","9","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"204","Urbano","Cuenca","Azuay","Sierra","18","10","Feb-14","Casa / villa","Jefe de hogar"
"205","Urbano","Cuenca","Azuay","Sierra","18","11","Feb-14","Departamento en casa o edificio","Jefe de hogar"
"206","Urbano","Cuenca","Azuay","Sierra","18","12","Feb-14","Casa / villa","Jefe de hogar"
"207","Urbano","Cuenca","Azuay","Sierra","19","1","Jan-14","Casa / villa","NA"
"208","Urbano","Cuenca","Azuay","Sierra","19","2","Jan-14","Departamento en casa o edificio","NA"
"209","Urbano","Cuenca","Azuay","Sierra","19","3","Jan-14","Casa / villa","NA"
"210","Urbano","Cuenca","Azuay","Sierra","19","4","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"211","Urbano","Cuenca","Azuay","Sierra","19","5","Jan-14","Mediagua","NA"
"212","Urbano","Cuenca","Azuay","Sierra","19","6","Jan-14","Departamento en casa o edificio","NA"
"213","Urbano","Cuenca","Azuay","Sierra","19","7","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"214","Urbano","Cuenca","Azuay","Sierra","19","8","Jan-14","Casa / villa","Jefe de hogar"
"215","Urbano","Cuenca","Azuay","Sierra","19","9","Jan-14","Casa / villa","NA"
"216","Urbano","Cuenca","Azuay","Sierra","19","10","Jan-14","Casa / villa","Jefe y otras personas"
"217","Urbano","Cuenca","Azuay","Sierra","19","11","Jan-14","Casa / villa","NA"
"218","Urbano","Cuenca","Azuay","Sierra","19","12","Jan-14","Casa / villa","Cónyuge"
"219","Urbano","Cuenca","Azuay","Sierra","19","1","Feb-14","Casa / villa","Jefe de hogar"
"220","Urbano","Cuenca","Azuay","Sierra","19","2","Feb-14","Casa / villa","Jefe de hogar"
"221","Urbano","Cuenca","Azuay","Sierra","19","3","Feb-14","Casa / villa","Jefe de hogar"
"222","Urbano","Cuenca","Azuay","Sierra","19","4","Feb-14","Casa / villa","Jefe de hogar"
"223","Urbano","Cuenca","Azuay","Sierra","19","5","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"224","Urbano","Cuenca","Azuay","Sierra","19","6","Feb-14","Departamento en casa o edificio","NA"
"225","Urbano","Cuenca","Azuay","Sierra","19","7","Feb-14","Departamento en casa o edificio","NA"
"226","Urbano","Cuenca","Azuay","Sierra","19","8","Feb-14","Departamento en casa o edificio","Cónyuge"
"227","Urbano","Cuenca","Azuay","Sierra","19","9","Feb-14","Cuarto en casa de inquilinato","NA"
"228","Urbano","Cuenca","Azuay","Sierra","19","10","Feb-14","Mediagua","Otros miembros del hogar"
"229","Urbano","Cuenca","Azuay","Sierra","19","11","Feb-14","Departamento en casa o edificio","Jefe de hogar"
"230","Urbano","Cuenca","Azuay","Sierra","19","12","Feb-14","Casa / villa","NA"
"231","Urbano","Cuenca","Azuay","Sierra","21","1","Jan-14","Casa / villa","NA"
"232","Urbano","Cuenca","Azuay","Sierra","21","2","Jan-14","Cuarto en casa de inquilinato","NA"
"233","Urbano","Cuenca","Azuay","Sierra","21","3","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"234","Urbano","Cuenca","Azuay","Sierra","21","4","Jan-14","Casa / villa","Jefe de hogar"
"235","Urbano","Cuenca","Azuay","Sierra","21","5","Jan-14","Casa / villa","NA"
"236","Urbano","Cuenca","Azuay","Sierra","21","6","Jan-14","Casa / villa","NA"
"237","Urbano","Cuenca","Azuay","Sierra","21","7","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"238","Urbano","Cuenca","Azuay","Sierra","21","8","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"239","Urbano","Cuenca","Azuay","Sierra","21","9","Jan-14","Mediagua","NA"
"240","Urbano","Cuenca","Azuay","Sierra","21","10","Jan-14","Casa / villa","NA"
"241","Urbano","Cuenca","Azuay","Sierra","21","11","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"242","Urbano","Cuenca","Azuay","Sierra","21","12","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"243","Urbano","Cuenca","Azuay","Sierra","22","1","May-14","Casa / villa","Jefe de hogar"
"244","Urbano","Cuenca","Azuay","Sierra","22","3","May-14","Casa / villa","Jefe(a) y cónyuge"
"245","Urbano","Cuenca","Azuay","Sierra","22","6","May-14","Casa / villa","Jefe de hogar"
"246","Urbano","Cuenca","Azuay","Sierra","22","8","May-14","Casa / villa","NA"
"247","Urbano","Cuenca","Azuay","Sierra","22","10","May-14","Departamento en casa o edificio","NA"
"248","Urbano","Cuenca","Azuay","Sierra","22","11","May-14","Departamento en casa o edificio","Jefe de hogar"
"249","Urbano","Cuenca","Azuay","Sierra","22","1","Feb-14","Mediagua","NA"
"250","Urbano","Cuenca","Azuay","Sierra","22","2","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"251","Urbano","Cuenca","Azuay","Sierra","22","3","Feb-14","Mediagua","Jefe de hogar"
"252","Urbano","Cuenca","Azuay","Sierra","22","4","Feb-14","Casa / villa","NA"
"253","Urbano","Cuenca","Azuay","Sierra","22","5","Feb-14","Casa / villa","NA"
"254","Urbano","Cuenca","Azuay","Sierra","22","6","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"255","Urbano","Cuenca","Azuay","Sierra","22","7","Feb-14","Casa / villa","Jefe de hogar"
"256","Urbano","Cuenca","Azuay","Sierra","22","8","Feb-14","Casa / villa","Jefe de hogar"
"257","Urbano","Cuenca","Azuay","Sierra","22","10","Feb-14","Casa / villa","NA"
"258","Urbano","Cuenca","Azuay","Sierra","22","11","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"259","Urbano","Cuenca","Azuay","Sierra","22","12","Feb-14","Casa / villa","NA"
"260","Urbano","Cuenca","Azuay","Sierra","23","1","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"261","Urbano","Cuenca","Azuay","Sierra","23","2","Feb-14","Casa / villa","NA"
"262","Urbano","Cuenca","Azuay","Sierra","23","3","Feb-14","Casa / villa","Jefe de hogar"
"263","Urbano","Cuenca","Azuay","Sierra","23","4","Feb-14","Departamento en casa o edificio","NA"
"264","Urbano","Cuenca","Azuay","Sierra","23","5","Feb-14","Casa / villa","Jefe de hogar"
"265","Urbano","Cuenca","Azuay","Sierra","23","6","Feb-14","Casa / villa","Jefe de hogar"
"266","Urbano","Cuenca","Azuay","Sierra","23","7","Feb-14","Casa / villa","Cónyuge"
"267","Urbano","Cuenca","Azuay","Sierra","23","8","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"268","Urbano","Cuenca","Azuay","Sierra","23","9","Feb-14","Casa / villa","Jefe de hogar"
"269","Urbano","Cuenca","Azuay","Sierra","23","10","Feb-14","Casa / villa","NA"
"270","Urbano","Cuenca","Azuay","Sierra","23","11","Feb-14","Casa / villa","NA"
"271","Urbano","Cuenca","Azuay","Sierra","23","12","Feb-14","Casa / villa","NA"
"272","Urbano","Cuenca","Azuay","Sierra","23","1","Mar-14","Casa / villa","NA"
"273","Urbano","Cuenca","Azuay","Sierra","23","2","Mar-14","Cuarto en casa de inquilinato","NA"
"274","Urbano","Cuenca","Azuay","Sierra","23","3","Mar-14","Casa / villa","NA"
"275","Urbano","Cuenca","Azuay","Sierra","23","4","Mar-14","Cuarto en casa de inquilinato","NA"
"276","Urbano","Cuenca","Azuay","Sierra","23","5","Mar-14","Casa / villa","NA"
"277","Urbano","Cuenca","Azuay","Sierra","23","6","Mar-14","Casa / villa","Cónyuge"
"278","Urbano","Cuenca","Azuay","Sierra","23","7","Mar-14","Casa / villa","Jefe de hogar"
