"id","AREA_5000","CIUDAD_AUTO","PROVINCIA","REGION","ZONA","VIVIENDA","PERIODO","TIPO_VI","JEFEHOGAR"
"4037","Urbano","NA","Carchi","Sierra","11","8","Feb-14","Casa / villa","Jefe de hogar"
"4038","Urbano","NA","Carchi","Sierra","11","9","Feb-14","Departamento en casa o edificio","Jefe(a) y cónyuge"
"4039","Urbano","NA","Carchi","Sierra","11","10","Feb-14","Departamento en casa o edificio","NA"
"4040","Urbano","NA","Carchi","Sierra","11","11","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"4041","Urbano","NA","Carchi","Sierra","11","12","Feb-14","Casa / villa","NA"
"4042","Rural","NA","Carchi","Sierra","925","1","May-14","Casa / villa","NA"
"4043","Rural","NA","Carchi","Sierra","925","2","May-14","Casa / villa","NA"
"4044","Rural","NA","Carchi","Sierra","925","3","May-14","Casa / villa","Jefe de hogar"
"4045","Rural","NA","Carchi","Sierra","925","4","May-14","Casa / villa","Jefe de hogar"
"4046","Rural","NA","Carchi","Sierra","925","5","May-14","Casa / villa","Jefe de hogar"
"4047","Rural","NA","Carchi","Sierra","925","6","May-14","Casa / villa","Jefe de hogar"
"4048","Rural","NA","Carchi","Sierra","925","7","May-14","Casa / villa","NA"
"4049","Rural","NA","Carchi","Sierra","925","8","May-14","Casa / villa","Jefe(a) y cónyuge"
"4050","Rural","NA","Carchi","Sierra","925","9","May-14","Casa / villa","Cónyuge"
"4051","Rural","NA","Carchi","Sierra","925","10","May-14","Casa / villa","NA"
"4052","Rural","NA","Carchi","Sierra","925","11","May-14","Casa / villa","Jefe de hogar"
"4053","Rural","NA","Carchi","Sierra","925","12","May-14","Casa / villa","Jefe de hogar"
"4054","Rural","NA","Carchi","Sierra","999","1","May-14","Mediagua","NA"
"4055","Rural","NA","Carchi","Sierra","999","2","May-14","Mediagua","NA"
"4056","Rural","NA","Carchi","Sierra","999","3","May-14","Mediagua","NA"
"4057","Rural","NA","Carchi","Sierra","999","4","May-14","Casa / villa","Jefe de hogar"
"4058","Rural","NA","Carchi","Sierra","999","5","May-14","Casa / villa","Jefe(a) y cónyuge"
"4059","Rural","NA","Carchi","Sierra","999","6","May-14","Casa / villa","NA"
"4060","Rural","NA","Carchi","Sierra","999","7","May-14","Departamento en casa o edificio","NA"
"4061","Rural","NA","Carchi","Sierra","999","8","May-14","Mediagua","NA"
"4062","Rural","NA","Carchi","Sierra","999","9","May-14","Casa / villa","NA"
"4063","Rural","NA","Carchi","Sierra","999","10","May-14","Casa / villa","NA"
"4064","Rural","NA","Carchi","Sierra","999","11","May-14","Casa / villa","NA"
"4065","Rural","NA","Carchi","Sierra","999","12","May-14","Casa / villa","NA"
"4066","Rural","NA","Carchi","Sierra","999","1","Jan-14","Mediagua","NA"
"4067","Rural","NA","Carchi","Sierra","999","2","Jan-14","Casa / villa","NA"
"4068","Rural","NA","Carchi","Sierra","999","3","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"4069","Rural","NA","Carchi","Sierra","999","4","Jan-14","Casa / villa","NA"
"4070","Rural","NA","Carchi","Sierra","999","5","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"4071","Rural","NA","Carchi","Sierra","999","6","Jan-14","Casa / villa","NA"
"4072","Rural","NA","Carchi","Sierra","999","7","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"4073","Rural","NA","Carchi","Sierra","999","8","Jan-14","Casa / villa","Jefe de hogar"
"4074","Rural","NA","Carchi","Sierra","999","9","Jan-14","Casa / villa","Jefe de hogar"
"4075","Rural","NA","Carchi","Sierra","999","10","Jan-14","Mediagua","Jefe de hogar"
"4076","Rural","NA","Carchi","Sierra","999","11","Jan-14","Mediagua","Jefe de hogar"
"4077","Rural","NA","Carchi","Sierra","999","12","Jan-14","Mediagua","NA"
"4078","Rural","NA","Carchi","Sierra","999","1","Jan-14","Casa / villa","NA"
"4079","Rural","NA","Carchi","Sierra","999","2","Jan-14","Mediagua","NA"
"4080","Rural","NA","Carchi","Sierra","999","3","Jan-14","Casa / villa","NA"
"4081","Rural","NA","Carchi","Sierra","999","4","Jan-14","Casa / villa","Jefe de hogar"
"4082","Rural","NA","Carchi","Sierra","999","5","Jan-14","Mediagua","NA"
"4083","Rural","NA","Carchi","Sierra","999","6","Jan-14","Mediagua","NA"
"4084","Rural","NA","Carchi","Sierra","999","7","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"4085","Rural","NA","Carchi","Sierra","999","8","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"4086","Rural","NA","Carchi","Sierra","999","9","Jan-14","Casa / villa","Jefe de hogar"
"4087","Rural","NA","Carchi","Sierra","999","10","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"4088","Rural","NA","Carchi","Sierra","999","11","Jan-14","Mediagua","NA"
"4089","Rural","NA","Carchi","Sierra","999","12","Jan-14","Mediagua","NA"
"4090","Rural","NA","Carchi","Sierra","999","1","May-14","Casa / villa","Jefe de hogar"
"4091","Rural","NA","Carchi","Sierra","999","2","May-14","Casa / villa","Jefe de hogar"
"4092","Rural","NA","Carchi","Sierra","999","3","May-14","Casa / villa","NA"
"4093","Rural","NA","Carchi","Sierra","999","4","May-14","Casa / villa","NA"
"4094","Rural","NA","Carchi","Sierra","999","5","May-14","Casa / villa","Jefe(a) y cónyuge"
"4095","Rural","NA","Carchi","Sierra","999","6","May-14","Casa / villa","NA"
"4096","Rural","NA","Carchi","Sierra","999","7","May-14","Casa / villa","NA"
"4097","Rural","NA","Carchi","Sierra","999","8","May-14","Casa / villa","Jefe de hogar"
"4098","Rural","NA","Carchi","Sierra","999","9","May-14","Casa / villa","Jefe de hogar"
"4099","Rural","NA","Carchi","Sierra","999","10","May-14","Casa / villa","Jefe(a) y cónyuge"
"4100","Rural","NA","Carchi","Sierra","999","11","May-14","Casa / villa","Jefe(a) y cónyuge"
"4101","Rural","NA","Carchi","Sierra","999","12","May-14","Casa / villa","Jefe(a) y cónyuge"
"4102","Urbano","NA","Carchi","Sierra","1","1","Jun-14","Casa / villa","Jefe(a) y cónyuge"
"4103","Urbano","NA","Carchi","Sierra","1","2","Jun-14","Casa / villa","Jefe de hogar"
"4104","Urbano","NA","Carchi","Sierra","1","3","Jun-14","Casa / villa","NA"
"4105","Urbano","NA","Carchi","Sierra","1","4","Jun-14","Cuarto en casa de inquilinato","NA"
"4106","Urbano","NA","Carchi","Sierra","1","5","Jun-14","Mediagua","NA"
"4107","Urbano","NA","Carchi","Sierra","1","6","Jun-14","Casa / villa","NA"
"4108","Urbano","NA","Carchi","Sierra","1","7","Jun-14","Casa / villa","Jefe de hogar"
"4109","Urbano","NA","Carchi","Sierra","1","8","Jun-14","Casa / villa","Jefe de hogar"
"4110","Urbano","NA","Carchi","Sierra","1","9","Jun-14","Casa / villa","Jefe(a) y cónyuge"
"4111","Urbano","NA","Carchi","Sierra","1","10","Jun-14","Casa / villa","Jefe de hogar"
"4112","Urbano","NA","Carchi","Sierra","1","11","Jun-14","Casa / villa","Jefe de hogar"
"4113","Urbano","NA","Carchi","Sierra","1","12","Jun-14","Departamento en casa o edificio","NA"
"4114","Urbano","NA","Carchi","Sierra","1","1","Jul-14","Casa / villa","NA"
"4115","Urbano","NA","Carchi","Sierra","1","2","Jul-14","Cuarto en casa de inquilinato","NA"
"4116","Urbano","NA","Carchi","Sierra","1","3","Jul-14","Cuarto en casa de inquilinato","NA"
"4117","Urbano","NA","Carchi","Sierra","1","4","Jul-14","Departamento en casa o edificio","Jefe de hogar"
"4118","Urbano","NA","Carchi","Sierra","1","5","Jul-14","Departamento en casa o edificio","Jefe de hogar"
"4119","Urbano","NA","Carchi","Sierra","1","6","Jul-14","Casa / villa","Jefe de hogar"
"4120","Urbano","NA","Carchi","Sierra","1","7","Jul-14","Cuarto en casa de inquilinato","NA"
"4121","Urbano","NA","Carchi","Sierra","1","8","Jul-14","Casa / villa","Jefe de hogar"
"4122","Urbano","NA","Carchi","Sierra","1","9","Jul-14","Departamento en casa o edificio","Jefe de hogar"
"4123","Urbano","NA","Carchi","Sierra","1","10","Jul-14","Casa / villa","Jefe(a) y cónyuge"
"4124","Urbano","NA","Carchi","Sierra","1","11","Jul-14","Casa / villa","NA"
"4125","Urbano","NA","Carchi","Sierra","1","12","Jul-14","Departamento en casa o edificio","NA"
"4126","Urbano","NA","Carchi","Sierra","1","1","Jun-14","Cuarto en casa de inquilinato","NA"
"4127","Urbano","NA","Carchi","Sierra","1","2","Jun-14","Casa / villa","Jefe(a) y cónyuge"
"4128","Urbano","NA","Carchi","Sierra","1","3","Jun-14","Casa / villa","Jefe(a) y cónyuge"
"4129","Urbano","NA","Carchi","Sierra","1","4","Jun-14","Casa / villa","Jefe(a) y cónyuge"
"4130","Urbano","NA","Carchi","Sierra","1","5","Jun-14","Casa / villa","Jefe(a) y cónyuge"
"4131","Urbano","NA","Carchi","Sierra","1","6","Jun-14","Mediagua","NA"
"4132","Urbano","NA","Carchi","Sierra","1","7","Jun-14","Casa / villa","NA"
"4133","Urbano","NA","Carchi","Sierra","1","8","Jun-14","Casa / villa","Jefe(a) y cónyuge"
"4134","Urbano","NA","Carchi","Sierra","1","9","Jun-14","Casa / villa","Jefe(a) y cónyuge"
"4135","Urbano","NA","Carchi","Sierra","1","10","Jun-14","Casa / villa","Jefe de hogar"
"4136","Urbano","NA","Carchi","Sierra","1","11","Jun-14","Casa / villa","NA"
"4137","Urbano","NA","Carchi","Sierra","1","12","Jun-14","Casa / villa","Jefe de hogar"
"4138","Rural","NA","Carchi","Sierra","999","1","Jan-14","Mediagua","NA"
"4139","Rural","NA","Carchi","Sierra","999","2","Jan-14","Casa / villa","NA"
"4140","Rural","NA","Carchi","Sierra","999","3","Jan-14","Casa / villa","Jefe de hogar"
"4141","Rural","NA","Carchi","Sierra","999","4","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"4142","Rural","NA","Carchi","Sierra","999","5","Jan-14","Casa / villa","Jefe de hogar"
"4143","Rural","NA","Carchi","Sierra","999","6","Jan-14","Casa / villa","Jefe de hogar"
"4144","Rural","NA","Carchi","Sierra","999","7","Jan-14","Mediagua","NA"
"4145","Rural","NA","Carchi","Sierra","999","8","Jan-14","Casa / villa","NA"
"4146","Rural","NA","Carchi","Sierra","999","9","Jan-14","Casa / villa","Jefe(a) y cónyuge"
"4147","Rural","NA","Carchi","Sierra","999","10","Jan-14","Mediagua","NA"
"4148","Rural","NA","Carchi","Sierra","999","11","Jan-14","Casa / villa","NA"
"4149","Rural","NA","Carchi","Sierra","999","12","Jan-14","Casa / villa","NA"
"4150","Rural","NA","Carchi","Sierra","999","1","Feb-14","Casa / villa","NA"
"4151","Rural","NA","Carchi","Sierra","999","2","Feb-14","Casa / villa","Cónyuge"
"4152","Rural","NA","Carchi","Sierra","999","3","Feb-14","Mediagua","Jefe de hogar"
"4153","Rural","NA","Carchi","Sierra","999","4","Feb-14","Casa / villa","NA"
"4154","Rural","NA","Carchi","Sierra","999","5","Feb-14","Casa / villa","NA"
"4155","Rural","NA","Carchi","Sierra","999","6","Feb-14","Casa / villa","Jefe de hogar"
"4156","Rural","NA","Carchi","Sierra","999","7","Feb-14","Casa / villa","Jefe de hogar"
"4157","Rural","NA","Carchi","Sierra","999","8","Feb-14","Casa / villa","Jefe de hogar"
"4158","Rural","NA","Carchi","Sierra","999","9","Feb-14","Casa / villa","Jefe de hogar"
"4159","Rural","NA","Carchi","Sierra","999","10","Feb-14","Casa / villa","NA"
"4160","Rural","NA","Carchi","Sierra","999","11","Feb-14","Mediagua","Jefe de hogar"
"4161","Rural","NA","Carchi","Sierra","999","12","Feb-14","Mediagua","NA"
"4162","Rural","NA","Carchi","Sierra","999","1","Feb-14","Casa / villa","Jefe de hogar"
"4163","Rural","NA","Carchi","Sierra","999","2","Feb-14","Cuarto en casa de inquilinato","NA"
"4164","Rural","NA","Carchi","Sierra","999","3","Feb-14","Casa / villa","NA"
"4165","Rural","NA","Carchi","Sierra","999","4","Feb-14","Casa / villa","Jefe de hogar"
"4166","Rural","NA","Carchi","Sierra","999","5","Feb-14","Casa / villa","NA"
"4167","Rural","NA","Carchi","Sierra","999","6","Feb-14","Casa / villa","Jefe de hogar"
"4168","Rural","NA","Carchi","Sierra","999","7","Feb-14","Casa / villa","Jefe de hogar"
"4169","Rural","NA","Carchi","Sierra","999","8","Feb-14","Casa / villa","NA"
"4170","Rural","NA","Carchi","Sierra","999","9","Feb-14","Casa / villa","Otros miembros del hogar"
"4171","Rural","NA","Carchi","Sierra","999","10","Feb-14","Casa / villa","Jefe de hogar"
"4172","Rural","NA","Carchi","Sierra","999","11","Feb-14","Casa / villa","NA"
"4173","Rural","NA","Carchi","Sierra","999","12","Feb-14","Casa / villa","Jefe de hogar"
"4174","Rural","NA","Carchi","Sierra","999","1","Nov-13","Casa / villa","Jefe de hogar"
"4175","Rural","NA","Carchi","Sierra","999","2","Nov-13","Mediagua","NA"
"4176","Rural","NA","Carchi","Sierra","999","3","Nov-13","Casa / villa","NA"
"4177","Rural","NA","Carchi","Sierra","999","4","Nov-13","Mediagua","NA"
"4178","Rural","NA","Carchi","Sierra","999","5","Nov-13","Rancho","NA"
"4179","Rural","NA","Carchi","Sierra","999","6","Nov-13","Rancho","NA"
"4180","Rural","NA","Carchi","Sierra","999","7","Nov-13","Mediagua","NA"
"4181","Rural","NA","Carchi","Sierra","999","8","Nov-13","Casa / villa","NA"
"4182","Rural","NA","Carchi","Sierra","999","9","Nov-13","Casa / villa","NA"
"4183","Rural","NA","Carchi","Sierra","999","10","Nov-13","Casa / villa","NA"
"4184","Rural","NA","Carchi","Sierra","999","11","Nov-13","Casa / villa","NA"
"4185","Rural","NA","Carchi","Sierra","999","12","Nov-13","Casa / villa","Jefe de hogar"
"4186","Rural","NA","Carchi","Sierra","999","1","Nov-13","Casa / villa","Jefe de hogar"
"4187","Rural","NA","Carchi","Sierra","999","2","Nov-13","Casa / villa","NA"
"4188","Rural","NA","Carchi","Sierra","999","3","Nov-13","Casa / villa","NA"
"4189","Rural","NA","Carchi","Sierra","999","4","Nov-13","Casa / villa","NA"
"4190","Rural","NA","Carchi","Sierra","999","5","Nov-13","Casa / villa","NA"
"4191","Rural","NA","Carchi","Sierra","999","6","Nov-13","Casa / villa","NA"
"4192","Rural","NA","Carchi","Sierra","999","7","Nov-13","Casa / villa","NA"
"4193","Rural","NA","Carchi","Sierra","999","8","Nov-13","Casa / villa","NA"
"4194","Rural","NA","Carchi","Sierra","999","9","Nov-13","Casa / villa","NA"
"4195","Rural","NA","Carchi","Sierra","999","10","Nov-13","Casa / villa","NA"
"4196","Rural","NA","Carchi","Sierra","999","11","Nov-13","Casa / villa","NA"
"4197","Rural","NA","Carchi","Sierra","999","12","Nov-13","Casa / villa","NA"
"4198","Rural","NA","Carchi","Sierra","999","1","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"4199","Rural","NA","Carchi","Sierra","999","2","Feb-14","Casa / villa","Jefe de hogar"
"4200","Rural","NA","Carchi","Sierra","999","3","Feb-14","Casa / villa","NA"
"4201","Rural","NA","Carchi","Sierra","999","4","Feb-14","Mediagua","NA"
"4202","Rural","NA","Carchi","Sierra","999","5","Feb-14","Mediagua","Jefe de hogar"
"4203","Rural","NA","Carchi","Sierra","999","6","Feb-14","Casa / villa","Otros miembros del hogar"
"4204","Rural","NA","Carchi","Sierra","999","7","Feb-14","Casa / villa","NA"
"4205","Rural","NA","Carchi","Sierra","999","8","Feb-14","Casa / villa","Jefe de hogar"
"4206","Rural","NA","Carchi","Sierra","999","9","Feb-14","Casa / villa","NA"
"4207","Rural","NA","Carchi","Sierra","999","10","Feb-14","Mediagua","Jefe de hogar"
"4208","Rural","NA","Carchi","Sierra","999","11","Feb-14","Casa / villa","Jefe de hogar"
"4209","Rural","NA","Carchi","Sierra","999","12","Feb-14","Casa / villa","Jefe(a) y cónyuge"
"4210","Rural","NA","Carchi","Sierra","999","1","Mar-14","Casa / villa","Jefe de hogar"
"4211","Rural","NA","Carchi","Sierra","999","2","Mar-14","Mediagua","Jefe de hogar"
"4212","Rural","NA","Carchi","Sierra","999","3","Mar-14","Casa / villa","Jefe de hogar"
"4213","Rural","NA","Carchi","Sierra","999","4","Mar-14","Casa / villa","Jefe de hogar"
"4214","Rural","NA","Carchi","Sierra","999","5","Mar-14","Casa / villa","Jefe de hogar"
"4215","Rural","NA","Carchi","Sierra","999","6","Mar-14","Casa / villa","Jefe de hogar"
"4216","Rural","NA","Carchi","Sierra","999","7","Mar-14","Mediagua","NA"
"4217","Rural","NA","Carchi","Sierra","999","8","Mar-14","Casa / villa","Jefe de hogar"
"4218","Rural","NA","Carchi","Sierra","999","9","Mar-14","Casa / villa","Jefe de hogar"
"4219","Rural","NA","Carchi","Sierra","999","10","Mar-14","Casa / villa","Jefe de hogar"
"4220","Rural","NA","Carchi","Sierra","999","11","Mar-14","Casa / villa","Jefe de hogar"
"4221","Rural","NA","Carchi","Sierra","999","12","Mar-14","Casa / villa","NA"
"4222","Rural","NA","Carchi","Sierra","999","1","Nov-13","Rancho","NA"
"4223","Rural","NA","Carchi","Sierra","999","2","Nov-13","Rancho","NA"
"4224","Rural","NA","Carchi","Sierra","999","3","Nov-13","Casa / villa","NA"
"4225","Rural","NA","Carchi","Sierra","999","4","Nov-13","Casa / villa","NA"
"4226","Rural","NA","Carchi","Sierra","999","5","Nov-13","Casa / villa","NA"
"4227","Rural","NA","Carchi","Sierra","999","6","Nov-13","Choza","NA"
"4228","Rural","NA","Carchi","Sierra","999","7","Nov-13","Rancho","NA"
"4229","Rural","NA","Carchi","Sierra","999","8","Nov-13","Casa / villa","NA"
"4230","Rural","NA","Carchi","Sierra","999","9","Nov-13","Casa / villa","NA"
"4231","Rural","NA","Carchi","Sierra","999","10","Nov-13","Rancho","NA"
"4232","Rural","NA","Carchi","Sierra","999","11","Nov-13","Rancho","NA"
"4233","Rural","NA","Carchi","Sierra","999","12","Nov-13","Casa / villa","NA"
"4234","Rural","NA","Carchi","Sierra","999","1","Dec-13","Casa / villa","Jefe de hogar"
"4235","Rural","NA","Carchi","Sierra","999","2","Dec-13","Casa / villa","NA"
"4236","Rural","NA","Carchi","Sierra","999","3","Dec-13","Casa / villa","Jefe de hogar"
"4237","Rural","NA","Carchi","Sierra","999","4","Dec-13","Casa / villa","NA"
"4238","Rural","NA","Carchi","Sierra","999","5","Dec-13","Casa / villa","NA"
"4239","Rural","NA","Carchi","Sierra","999","6","Dec-13","Casa / villa","Jefe de hogar"
"4240","Rural","NA","Carchi","Sierra","999","7","Dec-13","Casa / villa","NA"
"4241","Rural","NA","Carchi","Sierra","999","8","Dec-13","Casa / villa","Jefe(a) y cónyuge"
"4242","Rural","NA","Carchi","Sierra","999","9","Dec-13","Casa / villa","Jefe de hogar"
"4243","Rural","NA","Carchi","Sierra","999","10","Dec-13","Casa / villa","Jefe de hogar"
"4244","Rural","NA","Carchi","Sierra","999","11","Dec-13","Casa / villa","Jefe de hogar"
"4245","Rural","NA","Carchi","Sierra","999","12","Dec-13","Casa / villa","NA"
"4246","Rural","NA","Carchi","Sierra","1","1","Jul-14","Casa / villa","Jefe de hogar"
"4247","Rural","NA","Carchi","Sierra","1","2","Jul-14","Casa / villa","NA"
"4248","Rural","NA","Carchi","Sierra","1","3","Jul-14","Casa / villa","Jefe de hogar"
"4249","Rural","NA","Carchi","Sierra","1","4","Jul-14","Casa / villa","NA"
"4250","Rural","NA","Carchi","Sierra","1","5","Jul-14","Casa / villa","Jefe de hogar"
"4251","Rural","NA","Carchi","Sierra","1","6","Jul-14","Casa / villa","Jefe de hogar"
"4252","Rural","NA","Carchi","Sierra","1","7","Jul-14","Casa / villa","Cónyuge"
"4253","Rural","NA","Carchi","Sierra","1","8","Jul-14","Casa / villa","Jefe(a) y cónyuge"
"4254","Rural","NA","Carchi","Sierra","1","9","Jul-14","Mediagua","Jefe de hogar"
"4255","Rural","NA","Carchi","Sierra","1","10","Jul-14","Casa / villa","Jefe de hogar"
"4256","Rural","NA","Carchi","Sierra","1","11","Jul-14","Casa / villa","Jefe de hogar"
"4257","Rural","NA","Carchi","Sierra","1","12","Jul-14","Mediagua","NA"
"4258","Rural","NA","Carchi","Sierra","999","1","Mar-14","Casa / villa","NA"
"4259","Rural","NA","Carchi","Sierra","999","2","Mar-14","Casa / villa","Jefe de hogar"
"4260","Rural","NA","Carchi","Sierra","999","3","Mar-14","Casa / villa","Jefe de hogar"
"4261","Rural","NA","Carchi","Sierra","999","4","Mar-14","Casa / villa","NA"
"4262","Rural","NA","Carchi","Sierra","999","5","Mar-14","Casa / villa","Cónyuge"
"4263","Rural","NA","Carchi","Sierra","999","6","Mar-14","Casa / villa","Jefe de hogar"
"4264","Rural","NA","Carchi","Sierra","999","7","Mar-14","Casa / villa","Jefe de hogar"
"4265","Rural","NA","Carchi","Sierra","999","8","Mar-14","Casa / villa","Otros miembros del hogar"
"4266","Rural","NA","Carchi","Sierra","999","9","Mar-14","Choza","Jefe de hogar"
"4267","Rural","NA","Carchi","Sierra","999","10","Mar-14","Casa / villa","Jefe de hogar"
"4268","Rural","NA","Carchi","Sierra","999","11","Mar-14","Casa / villa","Cónyuge"
"4269","Rural","NA","Carchi","Sierra","999","12","Mar-14","Casa / villa","Jefe de hogar"
"4270","Rural","NA","Carchi","Sierra","999","1","Mar-14","Mediagua","NA"
"4271","Rural","NA","Carchi","Sierra","999","2","Mar-14","Mediagua","NA"
"4272","Rural","NA","Carchi","Sierra","999","3","Mar-14","Casa / villa","Jefe y otras personas"
"4273","Rural","NA","Carchi","Sierra","999","4","Mar-14","Casa / villa","Jefe de hogar"
"4274","Rural","NA","Carchi","Sierra","999","5","Mar-14","Casa / villa","Jefe de hogar"
"4275","Rural","NA","Carchi","Sierra","999","6","Mar-14","Casa / villa","NA"
"4276","Rural","NA","Carchi","Sierra","999","7","Mar-14","Casa / villa","Jefe de hogar"
"4277","Rural","NA","Carchi","Sierra","999","8","Mar-14","Mediagua","NA"
"4278","Rural","NA","Carchi","Sierra","999","9","Mar-14","Mediagua","NA"
"4279","Rural","NA","Carchi","Sierra","999","10","Mar-14","Casa / villa","Jefe de hogar"
"4280","Rural","NA","Carchi","Sierra","999","11","Mar-14","Mediagua","NA"
"4281","Rural","NA","Carchi","Sierra","999","12","Mar-14","Casa / villa","Jefe(a) y cónyuge"
"4282","Rural","NA","Carchi","Sierra","1","1","Apr-14","Casa / villa","Jefe de hogar"
"4283","Rural","NA","Carchi","Sierra","1","2","Apr-14","Casa / villa","Jefe de hogar"
"4284","Rural","NA","Carchi","Sierra","1","3","Apr-14","Casa / villa","Jefe de hogar"
"4285","Rural","NA","Carchi","Sierra","1","4","Apr-14","Casa / villa","Jefe de hogar"
"4286","Rural","NA","Carchi","Sierra","1","5","Apr-14","Mediagua","Cónyuge"
"4287","Rural","NA","Carchi","Sierra","1","6","Apr-14","Casa / villa","Jefe de hogar"
"4288","Rural","NA","Carchi","Sierra","1","7","Apr-14","Casa / villa","Jefe de hogar"
"4289","Rural","NA","Carchi","Sierra","1","8","Apr-14","Mediagua","Jefe de hogar"
"4290","Rural","NA","Carchi","Sierra","1","9","Apr-14","Casa / villa","Jefe de hogar"
"4291","Rural","NA","Carchi","Sierra","1","10","Apr-14","Casa / villa","Cónyuge"
"4292","Rural","NA","Carchi","Sierra","1","11","Apr-14","Mediagua","NA"
"4293","Rural","NA","Carchi","Sierra","1","12","Apr-14","Casa / villa","Jefe de hogar"
"4294","Rural","NA","Carchi","Sierra","999","1","Jul-14","Casa / villa","NA"
"4295","Rural","NA","Carchi","Sierra","999","2","Jul-14","Casa / villa","Jefe de hogar"
"4296","Rural","NA","Carchi","Sierra","999","3","Jul-14","Casa / villa","Jefe(a) y cónyuge"
"4297","Rural","NA","Carchi","Sierra","999","4","Jul-14","Casa / villa","Jefe de hogar"
"4298","Rural","NA","Carchi","Sierra","999","5","Jul-14","Casa / villa","NA"
"4299","Rural","NA","Carchi","Sierra","999","6","Jul-14","Casa / villa","Jefe de hogar"
"4300","Rural","NA","Carchi","Sierra","999","7","Jul-14","Casa / villa","NA"
"4301","Rural","NA","Carchi","Sierra","999","8","Jul-14","Casa / villa","Jefe de hogar"
"4302","Rural","NA","Carchi","Sierra","999","9","Jul-14","Casa / villa","Jefe de hogar"
"4303","Rural","NA","Carchi","Sierra","999","10","Jul-14","Casa / villa","Otros miembros del hogar"
"4304","Rural","NA","Carchi","Sierra","999","11","Jul-14","Casa / villa","Jefe de hogar"
"4305","Rural","NA","Carchi","Sierra","999","12","Jul-14","Casa / villa","NA"
"4306","Rural","NA","Carchi","Sierra","903","1","Apr-14","Casa / villa","Jefe de hogar"
"4307","Rural","NA","Carchi","Sierra","903","2","Apr-14","Casa / villa","NA"
"4308","Rural","NA","Carchi","Sierra","903","3","Apr-14","Casa / villa","NA"
"4309","Rural","NA","Carchi","Sierra","903","4","Apr-14","Casa / villa","Jefe de hogar"
"4310","Rural","NA","Carchi","Sierra","903","5","Apr-14","Casa / villa","Jefe de hogar"
"4311","Rural","NA","Carchi","Sierra","903","6","Apr-14","Casa / villa","NA"
"4312","Rural","NA","Carchi","Sierra","903","7","Apr-14","Casa / villa","Cónyuge"
"4313","Rural","NA","Carchi","Sierra","903","8","Apr-14","Casa / villa","NA"
"4314","Rural","NA","Carchi","Sierra","903","9","Apr-14","Casa / villa","Jefe(a) y cónyuge"
"4315","Rural","NA","Carchi","Sierra","903","10","Apr-14","Casa / villa","NA"
"4316","Rural","NA","Carchi","Sierra","903","11","Apr-14","Casa / villa","NA"
"4317","Rural","NA","Carchi","Sierra","903","12","Apr-14","Cuarto en casa de inquilinato","NA"
"4318","Rural","NA","Carchi","Sierra","904","1","Apr-14","Casa / villa","Jefe de hogar"
"4319","Rural","NA","Carchi","Sierra","904","2","Apr-14","Casa / villa","NA"
"4320","Rural","NA","Carchi","Sierra","904","3","Apr-14","Casa / villa","Jefe(a) y cónyuge"
"4321","Rural","NA","Carchi","Sierra","904","4","Apr-14","Casa / villa","Jefe de hogar"
"4322","Rural","NA","Carchi","Sierra","904","5","Apr-14","Casa / villa","NA"
"4323","Rural","NA","Carchi","Sierra","904","6","Apr-14","Casa / villa","NA"
"4324","Rural","NA","Carchi","Sierra","904","7","Apr-14","Casa / villa","Jefe(a) y cónyuge"
"4325","Rural","NA","Carchi","Sierra","904","8","Apr-14","Casa / villa","Jefe(a) y cónyuge"
"4326","Rural","NA","Carchi","Sierra","904","9","Apr-14","Casa / villa","NA"
"4327","Rural","NA","Carchi","Sierra","904","10","Apr-14","Casa / villa","Jefe(a) y cónyuge"
"4328","Rural","NA","Carchi","Sierra","904","11","Apr-14","Casa / villa","Cónyuge"
"4329","Rural","NA","Carchi","Sierra","904","12","Apr-14","Mediagua","Jefe de hogar"
"4330","Rural","NA","Carchi","Sierra","1","1","Aug-14","Mediagua","Jefe de hogar"
"4331","Rural","NA","Carchi","Sierra","1","2","Aug-14","Casa / villa","NA"
"4332","Rural","NA","Carchi","Sierra","1","3","Aug-14","Casa / villa","Jefe(a) y cónyuge"
"4333","Rural","NA","Carchi","Sierra","1","4","Aug-14","Casa / villa","Jefe(a) y cónyuge"
"4334","Rural","NA","Carchi","Sierra","1","5","Aug-14","Casa / villa","NA"
"4335","Rural","NA","Carchi","Sierra","1","6","Aug-14","Casa / villa","NA"
"4336","Rural","NA","Carchi","Sierra","1","7","Aug-14","Casa / villa","Jefe(a) y cónyuge"
"4337","Rural","NA","Carchi","Sierra","1","8","Aug-14","Casa / villa","NA"
"4338","Rural","NA","Carchi","Sierra","1","9","Aug-14","Casa / villa","NA"
"4339","Rural","NA","Carchi","Sierra","1","10","Aug-14","Casa / villa","Cónyuge"
